obs_no,yieldLRR,weedLRR
101,-1.5885312276147867,-0.5401011070528898
102,-1.3723081191451507,0.024428695684961865
103,-0.25512659716726055,-0.5240708505160114
104,-0.12081425955966647,0.08206495305430421
105,-0.29010631606328724,-0.6544326683792548
106,-0.054740032975666986,-0.1038995950181515
107,-0.31429572096987085,1.1786549963416462
108,-0.3437715391028245,2.505525936990736
109,-0.6810988420437707,1.777773227253315
110,-0.15364575681728831,1.0704414117014134
115,NA,-2.4423470353692043
116,NA,-3.0643742062761548
117,NA,-0.2889699026362097
118,NA,-0.4579784107804262
119,NA,-1.9280525316553068
120,NA,-1.0423122439795771
121,NA,-2.7041966317862203
131,NA,-0.14077561386128407
132,NA,-0.5223722702151513
133,NA,-0.0921704597996571
134,NA,-0.3420047541909387
135,NA,-0.05731445659598031
136,NA,-0.04733094896814443
137,NA,0.8689045403514133
138,NA,-0.365209376749668
139,NA,-0.13663550703058294
140,-0.23412596798281876,-0.9016919324530024
141,-0.2909235663759519,-0.7887515212724069
142,-0.13491931789937076,-0.7506516750401364
143,-0.0703807967617995,-1.538486176461816
144,0.2097205309820691,-0.46813621507094
145,0.6015799870344548,-3.420065865966538
146,0.1823215567939546,-0.8016278235540153
147,0.4906229164484712,-1.8106279535324377
148,0.3483066942682158,-0.9000678963672678
18,0.11735060321721236,-1.2584609896100059
19,0.1208048380852999,-1.341842598549057
20,0.2530422904818432,-1.7047480922384253
21,-2.247776856499051,2.179710994843511
22,-1.2922654114716141,1.7653727140548598
23,-0.9855351440491389,0.8109302162163288
24,-0.2876820724517809,0.6369074622370691
25,-0.054262858559366973,-0.4453110166553642
26,0.02777956410707567,-0.5753641449035618
27,0.5676094356161683,0.965080896043587
28,NA,-0.5405675929647281
29,NA,-1.143563676530376
30,NA,-1.5002386204691083
31,NA,-1.143563676530376
32,NA,-0.4473122180436648
33,NA,0.2585739882937103
34,NA,-0.5670201821096326
36,NA,-0.24387944979338808
37,NA,-0.31798742194710994
38,NA,-0.26797700137244856
39,NA,-0.17488657830643664
40,NA,-1.0266897275856797
41,NA,-0.35249229580539665
42,NA,-1.07924122291211
43,NA,-0.056583288015325035
44,NA,-2.3537533795684453
45,NA,-2.1714318227744904
46,NA,0.0994045719049748
47,NA,-1.6859240069927899
48,NA,-0.23780070911418308
49,NA,-0.040491361354736875
50,NA,-1.2809338454620642
52,NA,0.17965843937447082
53,NA,-0.294799540220645
54,NA,-0.08315036833217024
55,NA,0.2648162477147777
56,NA,-0.7517413448259983
57,NA,0.23124076154682902
58,NA,0.0553500950831649
59,NA,-0.22721687670184557
60,NA,-0.6273958029971649
61,NA,-0.6644370746775139
62,NA,-0.08085209662909502
63,NA,0.23280546222594656
64,NA,-0.68448911781683075
65,NA,-0.212332635209994
66,NA,-0.38822330167365837
68,NA,0.17965843937447082
69,NA,-0.294799540220645
70,NA,-0.08315036833217024
71,NA,0.2648162477147777
72,NA,-0.45198512374305727
73,NA,0.1823215567939546
74,NA,0.6778797084291569
75,NA,-0.3352608494349158
76,-0.23841102344499823,-3.4011973816621555
77,0,0.9873866535578852
78,-0.1022109067549301,0.4519851237430574
79,-0.15163019960192337,-0.11332868530700312
80,-2.497457762341226,1.13599982073973
81,-2.5163857722267444,2.2003941520974983
86,-0.02150620522096362,0.008298802814695064
87,-0.008968669982760375,0.3364722366212129
88,0.0870113769896297,0.6931471805599453
89,-0.018868484304382805,0.1112256351102244
90,-5.498192290922892,-1.6341305250244718
91,-1.1807041773865816,-0.49469624183610705
92,-0.1973780441762683,0.19845093872383823
93,-0.11501234485728512,-0.7537718023763802
94,-0.22577551657095207,-0.39086630868701167
95,-0.10587986129401256,-0.5819215454497209
96,0.346643630522196,-1.3862943611198906
97,0.10536051565782635,-1.0498221244986778
98,0.05851760689775151,-1.2039728043259361
99,-1.1271856611121658,-1.0586069540544105
100,-1.73695123273306,-1.0586069540544105
101,-1.5885312276147867,-0.3953127366441464
102,-1.3723081191451507,-0.06317890162153156
103,-0.25512659716726055,-0.23052365861183238
104,-0.12081425955966647,-0.30748469974796055
105,-0.29010631606328724,-0.6359887667199967
106,-0.054740032975666986,-0.5819215454497209
107,-0.31429572096987085,1.0986122886681098
108,-0.3437715391028245,1.791759469228055
109,-0.6810988420437707,1.6094379124341003
110,-0.15364575681728831,0.6931471805599453
111,NA,2.80672172860924
112,NA,3.607910391580269
113,NA,1.588439765594327
114,NA,1.6300041900155775
115,NA,-2.444901315174301
117,NA,0.16657319982581556
118,NA,0.4206273558478418
119,NA,-0.2114929340942344
120,NA,0.5761450898866333
121,NA,-2.576473843313491
122,NA,0.2808196741907403
123,NA,0.2615065980471337
124,NA,0.2505260955636896
125,NA,0.24973714088765744
126,NA,0.21029540883636075
127,NA,0.08633570128824804
128,NA,-0.06487630192105642
129,NA,-0.3364722366212129
130,NA,0.13707121932964664
144,0.2097205309820691,0.09402894964827639
145,0.6015799870344548,0.04138521616285428
146,0.1823215567939546,0.02777956410707567
147,0.4906229164484712,0.2371297932889497
148,0.3483066942682158,0.33243997309327444
149,NA,-0.42241466642193765
150,NA,-0.3602828853149315
151,NA,-0.273773642405649
152,NA,-0.25733491606248904
153,NA,-0.4549908368565504
154,NA,-0.7627404723591406
155,NA,-1.1682055804673048
156,NA,-1.2675780542805086
157,NA,-0.7186804825651101
